,date,region,sales
2862,28-10-2020,east,1644
2863,28-10-2020,west,1731
2864,29-10-2020,north,1770
2865,29-10-2020,south,1692
2866,29-10-2020,east,1557
2867,29-10-2020,west,1524
2868,30-10-2020,north,1773
2869,30-10-2020,south,1689
2870,30-10-2020,east,1776
2871,30-10-2020,west,1686
2872,31-10-2020,north,1581
2873,31-10-2020,south,1758
2874,31-10-2020,east,1755
2875,31-10-2020,west,1668
2876,01-11-2020,north,1665
2877,01-11-2020,south,1551
2878,01-11-2020,east,1770
2879,01-11-2020,west,1593
2880,02-11-2020,north,1734
2881,02-11-2020,south,1500
2882,02-11-2020,east,1740
2883,02-11-2020,west,1686
2884,03-11-2020,north,1551
2885,03-11-2020,south,1752
2886,03-11-2020,east,1746
2887,03-11-2020,west,1581
2888,04-11-2020,north,1773
2889,04-11-2020,south,1788
2890,04-11-2020,east,1545
2891,04-11-2020,west,1506
2892,05-11-2020,north,1644
2893,05-11-2020,south,1605
2894,05-11-2020,east,1686
2895,05-11-2020,west,1539
2896,06-11-2020,north,1725
2897,06-11-2020,south,1599
2898,06-11-2020,east,1659
2899,06-11-2020,west,1575
2900,07-11-2020,north,1653
2901,07-11-2020,south,1641
2902,07-11-2020,east,1587
2903,07-11-2020,west,1758
2904,08-11-2020,north,1785
2905,08-11-2020,south,1695
2906,08-11-2020,east,1581
2907,08-11-2020,west,1734
2908,09-11-2020,north,1788
2909,09-11-2020,south,1593
2910,09-11-2020,east,1593
2911,09-11-2020,west,1512
2912,10-11-2020,north,1638
2913,10-11-2020,south,1734
2914,10-11-2020,east,1695
2915,10-11-2020,west,1638
2916,11-11-2020,north,1695
2917,11-11-2020,south,1533
2918,11-11-2020,east,1731
2919,11-11-2020,west,1689
2920,12-11-2020,north,1713
2921,12-11-2020,south,1596
2922,12-11-2020,east,1686
2923,12-11-2020,west,1515
2924,13-11-2020,north,1581
2925,13-11-2020,south,1521
2926,13-11-2020,east,1677
2927,13-11-2020,west,1635
2928,14-11-2020,north,1749
2929,14-11-2020,south,1542
2930,14-11-2020,east,1602
2931,14-11-2020,west,1557
2932,15-11-2020,north,1686
2933,15-11-2020,south,1638
2934,15-11-2020,east,1794
2935,15-11-2020,west,1659
2936,16-11-2020,north,1773
2937,16-11-2020,south,1671
2938,16-11-2020,east,1626
2939,16-11-2020,west,1725
2940,17-11-2020,north,1686
2941,17-11-2020,south,1521
2942,17-11-2020,east,1734
2943,17-11-2020,west,1530
2944,18-11-2020,north,1698
2945,18-11-2020,south,1770
2946,18-11-2020,east,1752
2947,18-11-2020,west,1662
2948,19-11-2020,north,1566
2949,19-11-2020,south,1590
2950,19-11-2020,east,1635
2951,19-11-2020,west,1698
2952,20-11-2020,north,1683
2953,20-11-2020,south,1653
2954,20-11-2020,east,1527
2955,20-11-2020,west,1524
2956,21-11-2020,north,1593
2957,21-11-2020,south,1656
2958,21-11-2020,east,1623
2959,21-11-2020,west,1638
2960,22-11-2020,north,1596
2961,22-11-2020,south,1575
2962,22-11-2020,east,1656
2963,22-11-2020,west,1725
2964,23-11-2020,north,1767
2965,23-11-2020,south,1650
2966,23-11-2020,east,1641
2967,23-11-2020,west,1632
2968,24-11-2020,north,1602
2969,24-11-2020,south,1632
2970,24-11-2020,east,1743
2971,24-11-2020,west,1617
2972,25-11-2020,north,1725
2973,25-11-2020,south,1761
2974,25-11-2020,east,1791
2975,25-11-2020,west,1620
2976,26-11-2020,north,1770
2977,26-11-2020,south,1791
2978,26-11-2020,east,1665
2979,26-11-2020,west,1743
2980,27-11-2020,north,1632
2981,27-11-2020,south,1587
2982,27-11-2020,east,1680
2983,27-11-2020,west,1656
2984,28-11-2020,north,1746
2985,28-11-2020,south,1599
2986,28-11-2020,east,1719
2987,28-11-2020,west,1794
2988,29-11-2020,north,1758
2989,29-11-2020,south,1557
2990,29-11-2020,east,1647
2991,29-11-2020,west,1740
2992,30-11-2020,north,1635
2993,30-11-2020,south,1584
2994,30-11-2020,east,1614
2995,30-11-2020,west,1749
2996,01-12-2020,north,1587
2997,01-12-2020,south,1719
2998,01-12-2020,east,1620
2999,01-12-2020,west,1656
3000,02-12-2020,north,1554
3001,02-12-2020,south,1755
3002,02-12-2020,east,1737
3003,02-12-2020,west,1548
3004,03-12-2020,north,1572
3005,03-12-2020,south,1560
3006,03-12-2020,east,1746
3007,03-12-2020,west,1788
3008,04-12-2020,north,1638
3009,04-12-2020,south,1626
3010,04-12-2020,east,1518
3011,04-12-2020,west,1773
3012,05-12-2020,north,1707
3013,05-12-2020,south,1614
3014,05-12-2020,east,1722
3015,05-12-2020,west,1524
3016,06-12-2020,north,1560
3017,06-12-2020,south,1617
3018,06-12-2020,east,1566
3019,06-12-2020,west,1515
3020,07-12-2020,north,1509
3021,07-12-2020,south,1545
3022,07-12-2020,east,1596
3023,07-12-2020,west,1671
3024,08-12-2020,north,1686
3025,08-12-2020,south,1785
3026,08-12-2020,east,1800
3027,08-12-2020,west,1590
3028,09-12-2020,north,1788
3029,09-12-2020,south,1788
3030,09-12-2020,east,1584
3031,09-12-2020,west,1665
3032,10-12-2020,north,1620
3033,10-12-2020,south,1725
3034,10-12-2020,east,1569
3035,10-12-2020,west,1533
3036,11-12-2020,north,1503
3037,11-12-2020,south,1713
3038,11-12-2020,east,1650
3039,11-12-2020,west,1776
3040,12-12-2020,north,1629
3041,12-12-2020,south,1662
3042,12-12-2020,east,1623
3043,12-12-2020,west,1590
3044,13-12-2020,north,1650
3045,13-12-2020,south,1647
3046,13-12-2020,east,1683
3047,13-12-2020,west,1530
3048,14-12-2020,north,1746
3049,14-12-2020,south,1551
3050,14-12-2020,east,1548
3051,14-12-2020,west,1767
3052,15-12-2020,north,1785
3053,15-12-2020,south,1734
3054,15-12-2020,east,1578
3055,15-12-2020,west,1596
3056,16-12-2020,north,1779
3057,16-12-2020,south,1770
3058,16-12-2020,east,1581
3059,16-12-2020,west,1614
3060,17-12-2020,north,1506
3061,17-12-2020,south,1533
3062,17-12-2020,east,1677
3063,17-12-2020,west,1737
3064,18-12-2020,north,1635
3065,18-12-2020,south,1800
3066,18-12-2020,east,1794
3067,18-12-2020,west,1653
3068,19-12-2020,north,1719
3069,19-12-2020,south,1674
3070,19-12-2020,east,1575
3071,19-12-2020,west,1650
3072,20-12-2020,north,1707
3073,20-12-2020,south,1692
3074,20-12-2020,east,1614
3075,20-12-2020,west,1563
3076,21-12-2020,north,1575
3077,21-12-2020,south,1506
3078,21-12-2020,east,1599
3079,21-12-2020,west,1686
3080,22-12-2020,north,1518
3081,22-12-2020,south,1677
3082,22-12-2020,east,1722
3083,22-12-2020,west,1566
3084,23-12-2020,north,1677
3085,23-12-2020,south,1542
3086,23-12-2020,east,1785
3087,23-12-2020,west,1671
3088,24-12-2020,north,1725
3089,24-12-2020,south,1506
3090,24-12-2020,east,1563
3091,24-12-2020,west,1668
3092,25-12-2020,north,1782
3093,25-12-2020,south,1557
3094,25-12-2020,east,1797
3095,25-12-2020,west,1563
3096,26-12-2020,north,1554
3097,26-12-2020,south,1650
3098,26-12-2020,east,1698
3099,26-12-2020,west,1737
3100,27-12-2020,north,1770
3101,27-12-2020,south,1734
3102,27-12-2020,east,1770
3103,27-12-2020,west,1524
3104,28-12-2020,north,1725
3105,28-12-2020,south,1536
3106,28-12-2020,east,1758
3107,28-12-2020,west,1683
3108,29-12-2020,north,1518
3109,29-12-2020,south,1677
3110,29-12-2020,east,1614
3111,29-12-2020,west,1767
3112,30-12-2020,north,1524
3113,30-12-2020,south,1530
3114,30-12-2020,east,1584
3115,30-12-2020,west,1791
3116,31-12-2020,north,1740
3117,31-12-2020,south,1698
3118,31-12-2020,east,1770
3119,31-12-2020,west,1650
3120,01-01-2021,north,1536
3121,01-01-2021,south,1542
3122,01-01-2021,east,1671
3123,01-01-2021,west,1752
3124,02-01-2021,north,1794
3125,02-01-2021,south,1620
3126,02-01-2021,east,1584
3127,02-01-2021,west,1503
3128,03-01-2021,north,1758
3129,03-01-2021,south,1578
3130,03-01-2021,east,1677
3131,03-01-2021,west,1722
3132,04-01-2021,north,1590
3133,04-01-2021,south,1785
3134,04-01-2021,east,1731
3135,04-01-2021,west,1686
3136,05-01-2021,north,1536
3137,05-01-2021,south,1578
3138,05-01-2021,east,1683
3139,05-01-2021,west,1608
3140,06-01-2021,north,1743
3141,06-01-2021,south,1743
3142,06-01-2021,east,1638
3143,06-01-2021,west,1788
3144,07-01-2021,north,1716
3145,07-01-2021,south,1602
3146,07-01-2021,east,1596
3147,07-01-2021,west,1797
3148,08-01-2021,north,1662
3149,08-01-2021,south,1668
3150,08-01-2021,east,1662
3151,08-01-2021,west,1521
3152,09-01-2021,north,1563
3153,09-01-2021,south,1647
3154,09-01-2021,east,1743
3155,09-01-2021,west,1653
3156,10-01-2021,north,1731
3157,10-01-2021,south,1608
3158,10-01-2021,east,1512
3159,10-01-2021,west,1545
3160,11-01-2021,north,1740
3161,11-01-2021,south,1611
3162,11-01-2021,east,1536
3163,11-01-2021,west,1626
3164,12-01-2021,north,1614
3165,12-01-2021,south,1572
3166,12-01-2021,east,1539
3167,12-01-2021,west,1605
3168,13-01-2021,north,1545
3169,13-01-2021,south,1542
3170,13-01-2021,east,1779
3171,13-01-2021,west,1680
3172,14-01-2021,north,1701
3173,14-01-2021,south,1677
3174,14-01-2021,east,1614
3175,14-01-2021,west,1590
3176,15-01-2021,north,2025
3177,15-01-2021,south,2195
3178,15-01-2021,east,2180
3179,15-01-2021,west,2395
3180,16-01-2021,north,2110
3181,16-01-2021,south,2145
3182,16-01-2021,east,2340
3183,16-01-2021,west,2390
3184,17-01-2021,north,2475
3185,17-01-2021,south,2320
3186,17-01-2021,east,2105
3187,17-01-2021,west,2090
3188,18-01-2021,north,2050
3189,18-01-2021,south,2410
3190,18-01-2021,east,2125
3191,18-01-2021,west,2325
3192,19-01-2021,north,2335
3193,19-01-2021,south,2105
3194,19-01-2021,east,2340
3195,19-01-2021,west,2420
3196,20-01-2021,north,2415
3197,20-01-2021,south,2495
3198,20-01-2021,east,2070
3199,20-01-2021,west,2405
3200,21-01-2021,north,2090
3201,21-01-2021,south,2145
3202,21-01-2021,east,2245
3203,21-01-2021,west,2330
3204,22-01-2021,north,2460
3205,22-01-2021,south,2230
3206,22-01-2021,east,2010
3207,22-01-2021,west,2380
3208,23-01-2021,north,2025
3209,23-01-2021,south,2085
3210,23-01-2021,east,2420
3211,23-01-2021,west,2175
3212,24-01-2021,north,2015
3213,24-01-2021,south,2445
3214,24-01-2021,east,2255
3215,24-01-2021,west,2085
3216,25-01-2021,north,2210
3217,25-01-2021,south,2145
3218,25-01-2021,east,2200
3219,25-01-2021,west,2160
3220,26-01-2021,north,2050
3221,26-01-2021,south,2280
3222,26-01-2021,east,2165
3223,26-01-2021,west,2345
3224,27-01-2021,north,2000
3225,27-01-2021,south,2010
3226,27-01-2021,east,2060
3227,27-01-2021,west,2020
3228,28-01-2021,north,2140
3229,28-01-2021,south,2310
3230,28-01-2021,east,2285
3231,28-01-2021,west,2005
3232,29-01-2021,north,2295
3233,29-01-2021,south,2195
3234,29-01-2021,east,2465
3235,29-01-2021,west,2095
3236,30-01-2021,north,2400
3237,30-01-2021,south,2290
3238,30-01-2021,east,2370
3239,30-01-2021,west,2165
3240,31-01-2021,north,2430
3241,31-01-2021,south,2260
3242,31-01-2021,east,2215
3243,31-01-2021,west,2145
3244,01-02-2021,north,2350
3245,01-02-2021,south,2180
3246,01-02-2021,east,2290
3247,01-02-2021,west,2115
3248,02-02-2021,north,2315
3249,02-02-2021,south,2100
3250,02-02-2021,east,2430
3251,02-02-2021,west,2215
3252,03-02-2021,north,2000
3253,03-02-2021,south,2355
3254,03-02-2021,east,2110
3255,03-02-2021,west,2240
3256,04-02-2021,north,2380
3257,04-02-2021,south,2305
3258,04-02-2021,east,2300
3259,04-02-2021,west,2120
3260,05-02-2021,north,2185
3261,05-02-2021,south,2295
3262,05-02-2021,east,2215
3263,05-02-2021,west,2050
3264,06-02-2021,north,2225
3265,06-02-2021,south,2405
3266,06-02-2021,east,2095
3267,06-02-2021,west,2200
3268,07-02-2021,north,2070
3269,07-02-2021,south,2065
3270,07-02-2021,east,2080
3271,07-02-2021,west,2010
3272,08-02-2021,north,2395
3273,08-02-2021,south,2345
3274,08-02-2021,east,2085
3275,08-02-2021,west,2250
3276,09-02-2021,north,2045
3277,09-02-2021,south,2345
3278,09-02-2021,east,2455
3279,09-02-2021,west,2260
3280,10-02-2021,north,2130
3281,10-02-2021,south,2035
3282,10-02-2021,east,2045
3283,10-02-2021,west,2145
3284,11-02-2021,north,2320
3285,11-02-2021,south,2350
3286,11-02-2021,east,2085
3287,11-02-2021,west,2160
3288,12-02-2021,north,2375
3289,12-02-2021,south,2230
3290,12-02-2021,east,2230
3291,12-02-2021,west,2130
3292,13-02-2021,north,2425
3293,13-02-2021,south,2465
3294,13-02-2021,east,2105
3295,13-02-2021,west,2485
3296,14-02-2021,north,2340
3297,14-02-2021,south,2240
3298,14-02-2021,east,2285
3299,14-02-2021,west,2375
3300,15-02-2021,north,2110
3301,15-02-2021,south,2325
3302,15-02-2021,east,2265
3303,15-02-2021,west,2175
3304,16-02-2021,north,2295
3305,16-02-2021,south,2250
3306,16-02-2021,east,2180
3307,16-02-2021,west,2465
3308,17-02-2021,north,2380
3309,17-02-2021,south,2130
3310,17-02-2021,east,2350
3311,17-02-2021,west,2470
3312,18-02-2021,north,2005
3313,18-02-2021,south,2125
3314,18-02-2021,east,2480
3315,18-02-2021,west,2240
3316,19-02-2021,north,2125
3317,19-02-2021,south,2425
3318,19-02-2021,east,2050
3319,19-02-2021,west,2045
3320,20-02-2021,north,2260
3321,20-02-2021,south,2105
3322,20-02-2021,east,2420
3323,20-02-2021,west,2400
3324,21-02-2021,north,2345
3325,21-02-2021,south,2040
3326,21-02-2021,east,2170
3327,21-02-2021,west,2445
3328,22-02-2021,north,2145
3329,22-02-2021,south,2050
3330,22-02-2021,east,2200
3331,22-02-2021,west,2140
3332,23-02-2021,north,2490
3333,23-02-2021,south,2370
3334,23-02-2021,east,2055
3335,23-02-2021,west,2380
3336,24-02-2021,north,2330
3337,24-02-2021,south,2420
3338,24-02-2021,east,2235
3339,24-02-2021,west,2045
3340,25-02-2021,north,2205
3341,25-02-2021,south,2065
3342,25-02-2021,east,2300
3343,25-02-2021,west,2035
3344,26-02-2021,north,2455
3345,26-02-2021,south,2350
3346,26-02-2021,east,2270
3347,26-02-2021,west,2315
3348,27-02-2021,north,2000
3349,27-02-2021,south,2305
3350,27-02-2021,east,2150
3351,27-02-2021,west,2305
3352,28-02-2021,north,2145
3353,28-02-2021,south,2155
3354,28-02-2021,east,2290
3355,28-02-2021,west,2155
3356,01-03-2021,north,2360
3357,01-03-2021,south,2430
3358,01-03-2021,east,2185
3359,01-03-2021,west,2245
3360,02-03-2021,north,2370
3361,02-03-2021,south,2300
3362,02-03-2021,east,2215
3363,02-03-2021,west,2225
3364,03-03-2021,north,2405
3365,03-03-2021,south,2000
3366,03-03-2021,east,2025
3367,03-03-2021,west,2380
3368,04-03-2021,north,2390
3369,04-03-2021,south,2335
3370,04-03-2021,east,2205
3371,04-03-2021,west,2035
3372,05-03-2021,north,2080
3373,05-03-2021,south,2340
3374,05-03-2021,east,2045
3375,05-03-2021,west,2005
3376,06-03-2021,north,2075
3377,06-03-2021,south,2190
3378,06-03-2021,east,2305
3379,06-03-2021,west,2190
3380,07-03-2021,north,2220
3381,07-03-2021,south,2025
3382,07-03-2021,east,2350
3383,07-03-2021,west,2425
3384,08-03-2021,north,2170
3385,08-03-2021,south,2095
3386,08-03-2021,east,2475
3387,08-03-2021,west,2395
3388,09-03-2021,north,2380
3389,09-03-2021,south,2000
3390,09-03-2021,east,2180
3391,09-03-2021,west,2365
3392,10-03-2021,north,2380
3393,10-03-2021,south,2320
3394,10-03-2021,east,2005
3395,10-03-2021,west,2270
3396,11-03-2021,north,2005
3397,11-03-2021,south,2410
3398,11-03-2021,east,2065
3399,11-03-2021,west,2170
3400,12-03-2021,north,2175
3401,12-03-2021,south,2310
3402,12-03-2021,east,2490
3403,12-03-2021,west,2400
3404,13-03-2021,north,2065
3405,13-03-2021,south,2165
3406,13-03-2021,east,2305
3407,13-03-2021,west,2100
3408,14-03-2021,north,2245
3409,14-03-2021,south,2365
3410,14-03-2021,east,2300
3411,14-03-2021,west,2340
3412,15-03-2021,north,2330
3413,15-03-2021,south,2445
3414,15-03-2021,east,2390
3415,15-03-2021,west,2210
3416,16-03-2021,north,2365
3417,16-03-2021,south,2500
3418,16-03-2021,east,2235
3419,16-03-2021,west,2480
3420,17-03-2021,north,2065
3421,17-03-2021,south,2325
3422,17-03-2021,east,2480
3423,17-03-2021,west,2265
3424,18-03-2021,north,2440
3425,18-03-2021,south,2020
3426,18-03-2021,east,2115
3427,18-03-2021,west,2075
3428,19-03-2021,north,2035
3429,19-03-2021,south,2495
3430,19-03-2021,east,2340
3431,19-03-2021,west,2220
3432,20-03-2021,north,2380
3433,20-03-2021,south,2360
3434,20-03-2021,east,2325
3435,20-03-2021,west,2340
3436,21-03-2021,north,2300
3437,21-03-2021,south,2030
3438,21-03-2021,east,2110
3439,21-03-2021,west,2490
3440,22-03-2021,north,2420
3441,22-03-2021,south,2030
3442,22-03-2021,east,2450
3443,22-03-2021,west,2315
3444,23-03-2021,north,2470
3445,23-03-2021,south,2240
3446,23-03-2021,east,2155
3447,23-03-2021,west,2005
3448,24-03-2021,north,2005
3449,24-03-2021,south,2075
3450,24-03-2021,east,2080
3451,24-03-2021,west,2395
3452,25-03-2021,north,2435
3453,25-03-2021,south,2055
3454,25-03-2021,east,2130
3455,25-03-2021,west,2365
3456,26-03-2021,north,2320
3457,26-03-2021,south,2325
3458,26-03-2021,east,2210
3459,26-03-2021,west,2225
3460,27-03-2021,north,2465
3461,27-03-2021,south,2175
3462,27-03-2021,east,2145
3463,27-03-2021,west,2085
3464,28-03-2021,north,2310
3465,28-03-2021,south,2070
3466,28-03-2021,east,2355
3467,28-03-2021,west,2410
3468,29-03-2021,north,2475
3469,29-03-2021,south,2005
3470,29-03-2021,east,2025
3471,29-03-2021,west,2265
3472,30-03-2021,north,2090
3473,30-03-2021,south,2390
3474,30-03-2021,east,2410
3475,30-03-2021,west,2035
3476,31-03-2021,north,2475
3477,31-03-2021,south,2135
3478,31-03-2021,east,2440
3479,31-03-2021,west,2105
3480,01-04-2021,north,2405
3481,01-04-2021,south,2000
3482,01-04-2021,east,2480
3483,01-04-2021,west,2495
3484,02-04-2021,north,2260
3485,02-04-2021,south,2100
3486,02-04-2021,east,2480
3487,02-04-2021,west,2325
3488,03-04-2021,north,2345
3489,03-04-2021,south,2005
3490,03-04-2021,east,2175
3491,03-04-2021,west,2330
3492,04-04-2021,north,2480
3493,04-04-2021,south,2455
3494,04-04-2021,east,2165
3495,04-04-2021,west,2355
3496,05-04-2021,north,2270
3497,05-04-2021,south,2415
3498,05-04-2021,east,2150
3499,05-04-2021,west,2215
3500,06-04-2021,north,2440
3501,06-04-2021,south,2435
3502,06-04-2021,east,2255
3503,06-04-2021,west,2260
3504,07-04-2021,north,2020
3505,07-04-2021,south,2125
3506,07-04-2021,east,2120
3507,07-04-2021,west,2070
3508,08-04-2021,north,2135
3509,08-04-2021,south,2050
3510,08-04-2021,east,2400
3511,08-04-2021,west,2040
3512,09-04-2021,north,2265
3513,09-04-2021,south,2340
3514,09-04-2021,east,2245
3515,09-04-2021,west,2450
3516,10-04-2021,north,2385
3517,10-04-2021,south,2255
3518,10-04-2021,east,2065
3519,10-04-2021,west,2295
3520,11-04-2021,north,2415
3521,11-04-2021,south,2355
3522,11-04-2021,east,2425
3523,11-04-2021,west,2150
3524,12-04-2021,north,2285
3525,12-04-2021,south,2315
3526,12-04-2021,east,2080
3527,12-04-2021,west,2305
3528,13-04-2021,north,2115
3529,13-04-2021,south,2380
3530,13-04-2021,east,2195
3531,13-04-2021,west,2325
3532,14-04-2021,north,2045
3533,14-04-2021,south,2370
3534,14-04-2021,east,2485
3535,14-04-2021,west,2085
3536,15-04-2021,north,2185
3537,15-04-2021,south,2275
3538,15-04-2021,east,2050
3539,15-04-2021,west,2320
3540,16-04-2021,north,2335
3541,16-04-2021,south,2415
3542,16-04-2021,east,2115
3543,16-04-2021,west,2380
3544,17-04-2021,north,2375
3545,17-04-2021,south,2250
3546,17-04-2021,east,2415
3547,17-04-2021,west,2395
3548,18-04-2021,north,2005
3549,18-04-2021,south,2215
3550,18-04-2021,east,2405
3551,18-04-2021,west,2265
3552,19-04-2021,north,2160
3553,19-04-2021,south,2115
3554,19-04-2021,east,2175
3555,19-04-2021,west,2420
3556,20-04-2021,north,2290
3557,20-04-2021,south,2115
3558,20-04-2021,east,2110
3559,20-04-2021,west,2395
3560,21-04-2021,north,2400
3561,21-04-2021,south,2195
3562,21-04-2021,east,2095
3563,21-04-2021,west,2330
3564,22-04-2021,north,2235
3565,22-04-2021,south,2195
3566,22-04-2021,east,2480
3567,22-04-2021,west,2270
3568,23-04-2021,north,2280
3569,23-04-2021,south,2065
3570,23-04-2021,east,2065
3571,23-04-2021,west,2260
3572,24-04-2021,north,2440
3573,24-04-2021,south,2130
3574,24-04-2021,east,2345
3575,24-04-2021,west,2020
3576,25-04-2021,north,2275
3577,25-04-2021,south,2375
3578,25-04-2021,east,2340
3579,25-04-2021,west,2300
3580,26-04-2021,north,2260
3581,26-04-2021,south,2295
3582,26-04-2021,east,2295
3583,26-04-2021,west,2115
3584,27-04-2021,north,2095
3585,27-04-2021,south,2010
3586,27-04-2021,east,2245
3587,27-04-2021,west,2245
3588,28-04-2021,north,2385
3589,28-04-2021,south,2230
3590,28-04-2021,east,2285
3591,28-04-2021,west,2115
3592,29-04-2021,north,2150
3593,29-04-2021,south,2065
3594,29-04-2021,east,2110
3595,29-04-2021,west,2175
3596,30-04-2021,north,2320
3597,30-04-2021,south,2435
3598,30-04-2021,east,2050
3599,30-04-2021,west,2165
3600,01-05-2021,north,2460
3601,01-05-2021,south,2165
3602,01-05-2021,east,2110
3603,01-05-2021,west,2320
3604,02-05-2021,north,2305
3605,02-05-2021,south,2145
3606,02-05-2021,east,2460
3607,02-05-2021,west,2260
3608,03-05-2021,north,2355
3609,03-05-2021,south,2070
3610,03-05-2021,east,2455
3611,03-05-2021,west,2090
3612,04-05-2021,north,2270
3613,04-05-2021,south,2425
3614,04-05-2021,east,2415
3615,04-05-2021,west,2065
3616,05-05-2021,north,2315
3617,05-05-2021,south,2120
3618,05-05-2021,east,2330
3619,05-05-2021,west,2295
3620,06-05-2021,north,2120
3621,06-05-2021,south,2050
3622,06-05-2021,east,2140
3623,06-05-2021,west,2230
3624,07-05-2021,north,2090
3625,07-05-2021,south,2335
3626,07-05-2021,east,2125
3627,07-05-2021,west,2380
3628,08-05-2021,north,2090
3629,08-05-2021,south,2490
3630,08-05-2021,east,2200
3631,08-05-2021,west,2045
3632,09-05-2021,north,2140
3633,09-05-2021,south,2115
3634,09-05-2021,east,2045
3635,09-05-2021,west,2385
3636,10-05-2021,north,2250
3637,10-05-2021,south,2325
3638,10-05-2021,east,2325
3639,10-05-2021,west,2400
3640,11-05-2021,north,2120
3641,11-05-2021,south,2165
3642,11-05-2021,east,2175
3643,11-05-2021,west,2190
3644,12-05-2021,north,2155
3645,12-05-2021,south,2325
3646,12-05-2021,east,2025
3647,12-05-2021,west,2455
3648,13-05-2021,north,2330
3649,13-05-2021,south,2210
3650,13-05-2021,east,2010
3651,13-05-2021,west,2320
3652,14-05-2021,north,2135
3653,14-05-2021,south,2500
3654,14-05-2021,east,2140
3655,14-05-2021,west,2190
3656,15-05-2021,north,2240
3657,15-05-2021,south,2180
3658,15-05-2021,east,2020
3659,15-05-2021,west,2390
3660,16-05-2021,north,2375
3661,16-05-2021,south,2050
3662,16-05-2021,east,2080
3663,16-05-2021,west,2055
3664,17-05-2021,north,2020
3665,17-05-2021,south,2470
3666,17-05-2021,east,2220
3667,17-05-2021,west,2255
3668,18-05-2021,north,2185
3669,18-05-2021,south,2455
3670,18-05-2021,east,2270
3671,18-05-2021,west,2415
3672,19-05-2021,north,2400
3673,19-05-2021,south,2300
3674,19-05-2021,east,2175
3675,19-05-2021,west,2020
3676,20-05-2021,north,2195
3677,20-05-2021,south,2050
3678,20-05-2021,east,2055
3679,20-05-2021,west,2300
3680,21-05-2021,north,2480
3681,21-05-2021,south,2240
3682,21-05-2021,east,2025
3683,21-05-2021,west,2480
3684,22-05-2021,north,2430
3685,22-05-2021,south,2100
3686,22-05-2021,east,2420
3687,22-05-2021,west,2410
3688,23-05-2021,north,2155
3689,23-05-2021,south,2345
3690,23-05-2021,east,2045
3691,23-05-2021,west,2240
3692,24-05-2021,north,2390
3693,24-05-2021,south,2210
3694,24-05-2021,east,2105
3695,24-05-2021,west,2075
3696,25-05-2021,north,2020
3697,25-05-2021,south,2105
3698,25-05-2021,east,2295
3699,25-05-2021,west,2005
3700,26-05-2021,north,2475
3701,26-05-2021,south,2210
3702,26-05-2021,east,2040
3703,26-05-2021,west,2085
3704,27-05-2021,north,2080
3705,27-05-2021,south,2260
3706,27-05-2021,east,2345
3707,27-05-2021,west,2160
3708,28-05-2021,north,2205
3709,28-05-2021,south,2055
3710,28-05-2021,east,2280
3711,28-05-2021,west,2205
3712,29-05-2021,north,2150
3713,29-05-2021,south,2450
3714,29-05-2021,east,2005
3715,29-05-2021,west,2115
3716,30-05-2021,north,2380
3717,30-05-2021,south,2225
3718,30-05-2021,east,2485
3719,30-05-2021,west,2310
3720,31-05-2021,north,2395
3721,31-05-2021,south,2095
3722,31-05-2021,east,2220
3723,31-05-2021,west,2130
3724,01-06-2021,north,2140
3725,01-06-2021,south,2450
3726,01-06-2021,east,2055
3727,01-06-2021,west,2215
3728,02-06-2021,north,2015
3729,02-06-2021,south,2350
3730,02-06-2021,east,2005
3731,02-06-2021,west,2015
3732,03-06-2021,north,2375
3733,03-06-2021,south,2025
3734,03-06-2021,east,2375
3735,03-06-2021,west,2300
3736,04-06-2021,north,2405
3737,04-06-2021,south,2135
3738,04-06-2021,east,2315
3739,04-06-2021,west,2300
3740,05-06-2021,north,2425
3741,05-06-2021,south,2400
3742,05-06-2021,east,2245
3743,05-06-2021,west,2085
3744,06-06-2021,north,2020
3745,06-06-2021,south,2190
3746,06-06-2021,east,2450
3747,06-06-2021,west,2245
3748,07-06-2021,north,2390
3749,07-06-2021,south,2020
3750,07-06-2021,east,2360
3751,07-06-2021,west,2070
3752,08-06-2021,north,2290
3753,08-06-2021,south,2035
3754,08-06-2021,east,2450
3755,08-06-2021,west,2120
3756,09-06-2021,north,2480
3757,09-06-2021,south,2500
3758,09-06-2021,east,2365
3759,09-06-2021,west,2330
3760,10-06-2021,north,2280
3761,10-06-2021,south,2015
3762,10-06-2021,east,2500
3763,10-06-2021,west,2405
3764,11-06-2021,north,2385
3765,11-06-2021,south,2090
3766,11-06-2021,east,2300
3767,11-06-2021,west,2350
3768,12-06-2021,north,2095
3769,12-06-2021,south,2375
3770,12-06-2021,east,2270
3771,12-06-2021,west,2365
3772,13-06-2021,north,2205
3773,13-06-2021,south,2260
3774,13-06-2021,east,2135
3775,13-06-2021,west,2280
3776,14-06-2021,north,2485
3777,14-06-2021,south,2025
3778,14-06-2021,east,2460
3779,14-06-2021,west,2285
3780,15-06-2021,north,2090
3781,15-06-2021,south,2075
3782,15-06-2021,east,2125
3783,15-06-2021,west,2085
3784,16-06-2021,north,2410
3785,16-06-2021,south,2265
3786,16-06-2021,east,2145
3787,16-06-2021,west,2320
3788,17-06-2021,north,2260
3789,17-06-2021,south,2460
3790,17-06-2021,east,2060
3791,17-06-2021,west,2120
3792,18-06-2021,north,2325
3793,18-06-2021,south,2275
